country,country_code,state_abbr,state,company_name,address,street_name
United States,US,NY,New York,Principal Healthcare Innovators Index ETF,7 Gina Center,Green
United States,US,GA,Georgia,Associated Banc-Corp,9653 Graedel Street,Warner
United States,US,PA,Pennsylvania,"SharpSpring, Inc.",7 Paget Crossing,Bashford
United States,US,NJ,New Jersey,Avista Healthcare Public Acquisition Corp.,59394 Summerview Street,South
United States,US,AL,Alabama,"Match Group, Inc.",6 Armistice Lane,Banding
United States,US,TX,Texas,Green Plains Partners LP,5 Johnson Avenue,Marquette
United States,US,CT,Connecticut,"Mitcham Industries, Inc.",47 Glacier Hill Trail,Moose
United States,US,MA,Massachusetts,"Citizens, Inc.",9 Briar Crest Terrace,West
United States,US,CO,Colorado,"Host Hotels & Resorts, Inc.",953 Hansons Pass,Stang
United States,US,IN,Indiana,DISH Network Corporation,96547 Raven Lane,Carberry
United States,US,CA,California,OCI Partners LP,018 Vahlen Terrace,Rieder
United States,US,DC,District of Columbia,Aflac Incorporated,9 Clemons Lane,Shopko
United States,US,MI,Michigan,Belmond Ltd.,05 Maryland Center,Norway Maple
United States,US,TX,Texas,"Axon Enterprise, Inc.",3 Thackeray Street,Grayhawk
United States,US,CA,California,Insulet Corporation,309 Dryden Hill,Marcy
United States,US,NC,North Carolina,Prana Biotechnology Ltd,112 Maple Wood Pass,Ryan
United States,US,CO,Colorado,"Celldex Therapeutics, Inc.",171 Dottie Plaza,Meadow Valley
United States,US,WI,Wisconsin,"Mirati Therapeutics, Inc.",9 Lukken Street,Wayridge
United States,US,IN,Indiana,Deutsch Bk Contingent Cap Tr V,471 Goodland Park,Raven
United States,US,AL,Alabama,OceanFirst Financial Corp.,09745 Sage Lane,Fordem
United States,US,OH,Ohio,WSI Industries Inc.,28935 Nova Way,Lake View
United States,US,AZ,Arizona,"Tableau Software, Inc.",947 Portage Trail,Reindahl
United States,US,AZ,Arizona,The AES Corporation,2551 Montana Junction,Heath
United States,US,NJ,New Jersey,"SeaWorld Entertainment, Inc.",9710 Northfield Parkway,Buell
United States,US,CA,California,W.R. Berkley Corporation,9 Moland Plaza,Union
United States,US,ID,Idaho,First Trust Canada AlphaDEX Fund,362 Ryan Point,Utah
United States,US,IL,Illinois,Colgate-Palmolive Company,20198 Sachs Plaza,Commercial
United States,US,NY,New York,"FlexShopper, Inc.",76 Main Point,Arapahoe
United States,US,MA,Massachusetts,"Rand Logistics, Inc.",54390 Packers Court,Vera
United States,US,FL,Florida,"Axon Enterprise, Inc.",29667 Meadow Vale Street,Utah
United States,US,VA,Virginia,MEDIFAST INC,00266 Superior Junction,Lyons
United States,US,KY,Kentucky,"Richardson Electronics, Ltd.",92 Maryland Street,2nd
United States,US,VA,Virginia,"ARMOUR Residential REIT, Inc.",48 Bartelt Point,Tomscot
United States,US,TX,Texas,STMicroelectronics N.V.,06 La Follette Plaza,Dunning
United States,US,TX,Texas,"Biostar Pharmaceuticals, Inc.",0 Graedel Circle,Killdeer
United States,US,KS,Kansas,"NextEra Energy, Inc.",5 Twin Pines Court,Fair Oaks
United States,US,CO,Colorado,"Surgery Partners, Inc.",3686 Riverside Drive,Holy Cross
United States,US,AZ,Arizona,"Selective Insurance Group, Inc.",49 Spenser Parkway,Merchant
United States,US,IL,Illinois,Cellect Biotechnology Ltd.,4 International Point,Fulton
United States,US,MA,Massachusetts,"AxoGen, Inc.",05 Sage Alley,Michigan
United States,US,FL,Florida,RLJ Lodging Trust,9953 Northridge Place,Fairview
United States,US,WV,West Virginia,"Juniper Pharmaceuticals, Inc.",7378 Bunting Junction,Valley Edge
United States,US,IN,Indiana,Andina Acquisition Corp. II,47388 Little Fleur Center,Mendota
United States,US,VA,Virginia,Triangle Capital Corporation,7281 Porter Park,Harper
United States,US,MO,Missouri,Western Asset Bond Fund,3 Johnson Center,Sherman
United States,US,CA,California,"Pinnacle Financial Partners, Inc.",68445 Corry Trail,Hauk
United States,US,NC,North Carolina,"Dover Motorsports, Inc.",26108 Dennis Center,Walton
United States,US,ME,Maine,"BioDelivery Sciences International, Inc.",454 Anthes Terrace,Dovetail
United States,US,AZ,Arizona,Gladstone Commercial Corporation,48 Jackson Place,Pine View
United States,US,NY,New York,"RiverNorth Opportunities Fund, Inc.",90582 Dryden Center,Menomonie
United States,US,NY,New York,"Autodesk, Inc.",1 Ridge Oak Lane,Bellgrove
United States,US,MD,Maryland,"Howard Bancorp, Inc.",1 Mallory Circle,Kipling
United States,US,NC,North Carolina,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,4512 Mandrake Junction,Anniversary
United States,US,TN,Tennessee,Camden Property Trust,45 Emmet Plaza,Hermina
United States,US,IN,Indiana,VWR Corporation,17546 Tomscot Drive,Sunnyside
United States,US,DC,District of Columbia,"Tortoise Pipeline & Energy Fund, Inc.",23 Lake View Trail,Northwestern
United States,US,PA,Pennsylvania,"Rockwell Collins, Inc.",523 Hansons Court,Myrtle
United States,US,FL,Florida,Netshoes (Cayman) Limited,4 Redwing Terrace,American Ash
United States,US,AZ,Arizona,"Rennova Health, Inc.",7 Hoard Terrace,Spohn
United States,US,NC,North Carolina,"Twenty-First Century Fox, Inc.",7704 Welch Park,Stoughton
United States,US,CO,Colorado,Morgan Stanley,8208 Riverside Trail,Golf Course
United States,US,NY,New York,Security National Financial Corporation,5 Burrows Way,Stoughton
United States,US,CA,California,Technical Communications Corporation,8 4th Pass,East
United States,US,AZ,Arizona,Quorum Health Corporation,51 Onsgard Hill,Oakridge
United States,US,MN,Minnesota,"The Habit Restaurants, Inc.",63 Carey Trail,Petterle
United States,US,TX,Texas,"American Public Education, Inc.",25702 David Point,Burrows
United States,US,IL,Illinois,"Gibraltar Industries, Inc.",537 Rowland Plaza,Scott
United States,US,AL,Alabama,CoreSite Realty Corporation,5810 Troy Hill,Barby
United States,US,NM,New Mexico,"Blackrock MuniYield Quality Fund II, Inc.",3 Hagan Hill,Bashford
United States,US,NY,New York,Hecla Mining Company,4 Thackeray Point,Forest Dale
United States,US,TX,Texas,Rite Aid Corporation,4637 Del Mar Pass,Bellgrove
United States,US,CA,California,"Okta, Inc.",93967 Eastwood Center,Eagle Crest
United States,US,WV,West Virginia,Bank Of New York Mellon Corporation (The),1884 Straubel Point,Dunning
United States,US,CA,California,Double Eagle Acquisition Corp.,2 Jana Drive,Cherokee
United States,US,TX,Texas,"Ossen Innovation Co., Ltd.",7 Orin Trail,Nancy
United States,US,NC,North Carolina,CafePress Inc.,3 Glendale Terrace,Harbort
United States,US,MI,Michigan,ASML Holding N.V.,0 Golf Course Park,Magdeline
United States,US,MN,Minnesota,Delaware Enhanced Global Dividend,832 Shasta Parkway,Veith
United States,US,OK,Oklahoma,"Advanced Semiconductor Engineering, Inc.",44898 Sloan Junction,Forest
United States,US,LA,Louisiana,"NCS Multistage Holdings, Inc.",8400 5th Road,Garrison
United States,US,WA,Washington,"EnLink Midstream, LLC",89812 Center Crossing,Logan
United States,US,MN,Minnesota,Tronox Limited,69103 Huxley Court,Donald
United States,US,FL,Florida,Fomento Economico Mexicano S.A.B. de C.V.,678 Everett Trail,Tony
United States,US,CA,California,Taiwan Semiconductor Manufacturing Company Ltd.,6 Russell Junction,Warner
United States,US,WI,Wisconsin,Kate Spade & Company,010 Trailsway Place,Lerdahl
United States,US,TX,Texas,"Freeport-McMoran, Inc.",2 Bonner Alley,American
United States,US,MN,Minnesota,Voya International High Dividend Equity Income Fund,45495 Manley Court,Brentwood
United States,US,TX,Texas,"Marten Transport, Ltd.",948 Grim Plaza,Killdeer
United States,US,KS,Kansas,Credicorp Ltd.,72 Basil Alley,Corscot
United States,US,TX,Texas,BlackRock Utility and Infrastructure Trust,52 Bashford Terrace,Riverside
United States,US,SC,South Carolina,"Tootsie Roll Industries, Inc.",72819 Blackbird Circle,Pawling
United States,US,TX,Texas,Credit Acceptance Corporation,01 Sheridan Trail,Manley
United States,US,GA,Georgia,Axar Acquisition Corp.,2463 Transport Junction,Division
United States,US,CA,California,Hudbay Minerals Inc.,7608 Golf Avenue,Warner
United States,US,NY,New York,"Valhi, Inc.",2530 2nd Parkway,Sage
United States,US,FL,Florida,CNOOC Limited,4936 Kinsman Street,Roth
United States,US,TX,Texas,"Natuzzi, S.p.A.",482 Kennedy Junction,Maryland
United States,US,LA,Louisiana,"Weis Markets, Inc.",0 Onsgard Circle,Coleman
United States,US,CA,California,"Sun Communities, Inc.",24899 Dryden Terrace,Killdeer
United States,US,GA,Georgia,"Flotek Industries, Inc.",014 Oriole Circle,Sheridan
United States,US,IL,Illinois,Nuveen Floating Rate Income Opportuntiy Fund,3 Prairie Rose Terrace,8th
United States,US,LA,Louisiana,Global Partner Acquisition Corp.,91 Burrows Road,Oriole
United States,US,TX,Texas,"One Horizon Group, Inc.",587 Marquette Drive,Lake View
United States,US,IN,Indiana,AdvisorShares Market Adaptive Unconstrained Income ETF,03 Bartillon Drive,Sachtjen
United States,US,NY,New York,"The Meet Group, Inc.",6 Raven Center,Warrior
United States,US,NM,New Mexico,"ServiceNow, Inc.",1 Moose Street,Cardinal
United States,US,MA,Massachusetts,PowerShares International Dividend Achievers Portfolio,92 Fieldstone Plaza,Mandrake
United States,US,OH,Ohio,"Clearfield, Inc.",429 Spaight Drive,Dawn
United States,US,MN,Minnesota,"Telephone and Data Systems, Inc.",77923 East Trail,Marquette
United States,US,AZ,Arizona,STERIS plc,6368 Namekagon Way,Bellgrove
United States,US,DC,District of Columbia,"AmTrust Financial Services, Inc.",39 Manley Junction,Brown
United States,US,ID,Idaho,China TechFaith Wireless Communication Technology Limited,3387 Badeau Street,Prentice
United States,US,CA,California,Carnival Corporation,142 Cordelia Street,Kropf
United States,US,VA,Virginia,PowerShares DWA NASDAQ Momentum Portfolio,45210 Northport Pass,Fairview
United States,US,TN,Tennessee,Pebblebrook Hotel Trust,7 Express Way,Di Loreto
United States,US,TX,Texas,West Bancorporation,591 Steensland Junction,Claremont
United States,US,GA,Georgia,Georgia Power Company,74 Mcguire Drive,Hallows
United States,US,AK,Alaska,"Blackrock Corporate High Yield Fund, Inc.",13 Grim Place,Canary
United States,US,PA,Pennsylvania,"Landcadia Holdings, Inc.",1036 Glendale Pass,Ridgeview
United States,US,MO,Missouri,First Trust Nasdaq Semiconductor ETF,6355 Tennyson Court,Golden Leaf
United States,US,MD,Maryland,Genetic Technologies Ltd,1 Shelley Street,Weeping Birch
United States,US,CA,California,Five Oaks Investment Corp.,454 Victoria Alley,Old Shore
United States,US,GA,Georgia,Senior Housing Properties Trust,77 Gale Hill,Lerdahl
United States,US,MD,Maryland,Amedica Corporation,5089 Merrick Street,Buena Vista
United States,US,SC,South Carolina,Assured Guaranty Ltd.,9611 Dunning Point,Loftsgordon
United States,US,CA,California,AAR Corp.,3345 3rd Circle,Bartillon
United States,US,TX,Texas,"YuMe, Inc.",3516 Eastlawn Place,Sheridan
United States,US,AZ,Arizona,Monroe Capital Corporation,46113 Longview Lane,Hagan
United States,US,IL,Illinois,"Ellie Mae, Inc.",384 Logan Parkway,Lerdahl
United States,US,MD,Maryland,"Under Armour, Inc.",79192 Thierer Drive,Butternut
United States,US,PA,Pennsylvania,CRH PLC,51 Hanson Place,Gerald
United States,US,FL,Florida,"First Citizens BancShares, Inc.",7291 Claremont Road,Gina
United States,US,MN,Minnesota,Quotient Limited,9 Prairieview Alley,Eliot
United States,US,UT,Utah,"Limelight Networks, Inc.",26 Columbus Lane,Armistice
United States,US,MI,Michigan,"Paratek Pharmaceuticals, Inc. ",3 Dawn Junction,Brentwood
United States,US,IN,Indiana,TransCanada Corporation,4326 Eastlawn Point,Scofield
United States,US,CA,California,"NETGEAR, Inc.",4 Canary Lane,Artisan
United States,US,CA,California,Echelon Corporation,886 Montana Road,Columbus
United States,US,NV,Nevada,"ZAIS Group Holdings, Inc.",9 Packers Road,Derek
United States,US,SC,South Carolina,Rand Capital Corporation,54977 Artisan Plaza,Lunder
United States,US,CO,Colorado,Summit Therapeutics plc,6 Eggendart Park,Vera
United States,US,NH,New Hampshire,"Rand Logistics, Inc.",46543 Ruskin Court,Eliot
United States,US,TX,Texas,"American Electric Power Company, Inc.",5814 Cascade Street,Northland
United States,US,IN,Indiana,Monster Beverage Corporation,48652 Jackson Terrace,Summer Ridge
United States,US,CA,California,"Aimmune Therapeutics, Inc.",1166 Florence Street,Russell
United States,US,OH,Ohio,Universal Corporation,3181 Drewry Crossing,Burning Wood
United States,US,PA,Pennsylvania,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,82 Clyde Gallagher Alley,Tennyson
United States,US,NV,Nevada,Norwood Financial Corp.,13115 Knutson Plaza,Cherokee
United States,US,IN,Indiana,"ARMOUR Residential REIT, Inc.",6 Swallow Pass,Washington
United States,US,OH,Ohio,"KVH Industries, Inc.",5 Dapin Way,Tennessee
United States,US,TN,Tennessee,Blackrock MuniYield Pennsylvania Quality Fund,271 Bluejay Center,Fisk
United States,US,NY,New York,"Isramco, Inc.",4 Park Meadow Junction,Cody
United States,US,TX,Texas,"Town Sports International Holdings, Inc.",5 Debra Road,Sheridan
United States,US,LA,Louisiana,Two River Bancorp,43 Sachs Point,Miller
United States,US,OH,Ohio,"Magyar Bancorp, Inc.",092 Elgar Lane,Nobel
United States,US,TX,Texas,LKQ Corporation,3 Hauk Hill,Nova
United States,US,IN,Indiana,Ovid Therapeutics Inc.,82672 Amoth Crossing,Iowa
United States,US,FL,Florida,Arlington Asset Investment Corp,01490 Green Ridge Terrace,Morrow
United States,US,MN,Minnesota,BioLineRx Ltd.,1197 Sutherland Plaza,Commercial
United States,US,MN,Minnesota,Nuveen Tax-Advantaged Total Return Strategy Fund,9173 Portage Street,Birchwood
United States,US,FL,Florida,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",7 Towne Terrace,Kings
United States,US,MT,Montana,RenaissanceRe Holdings Ltd.,765 Merry Point,Cardinal
United States,US,TX,Texas,San Juan Basin Royalty Trust,6052 Hooker Plaza,Holmberg
United States,US,WV,West Virginia,Cerus Corporation,943 Jenna Trail,Mifflin
United States,US,MO,Missouri,"Provident Bancorp, Inc.",994 Logan Hill,Morrow
United States,US,MO,Missouri,"U.S. Global Investors, Inc.",6 Dorton Center,Bluestem
United States,US,AR,Arkansas,Sina Corporation,08 Melby Alley,Upham
United States,US,CA,California,"Unity Bancorp, Inc.",6914 Lighthouse Bay Pass,Schlimgen
United States,US,FL,Florida,Fang Holdings Limited,8 Huxley Avenue,American
United States,US,NM,New Mexico,"Washington Trust Bancorp, Inc.",7111 Golden Leaf Drive,Bunker Hill
United States,US,TX,Texas,"RiverNorth Opportunities Fund, Inc.",80 Old Gate Lane,Shasta
United States,US,OK,Oklahoma,"H&E Equipment Services, Inc.",03700 Cambridge Crossing,Roth
United States,US,FL,Florida,Altra Industrial Motion Corp.,7205 Randy Plaza,Steensland
United States,US,MS,Mississippi,Ardagh Group S.A.,1152 Magdeline Court,Tennessee
United States,US,TX,Texas,MainStay DefinedTerm Municipal Opportunities Fund,2 Pierstorff Parkway,Sloan
United States,US,TX,Texas,"Enable Midstream Partners, LP",18446 Express Crossing,High Crossing
United States,US,TX,Texas,"Aimmune Therapeutics, Inc.",16 Kennedy Crossing,Spenser
United States,US,TX,Texas,Vornado Realty Trust,5 5th Court,Lukken
United States,US,TN,Tennessee,Jagged Peak Energy Inc.,6871 Luster Place,Prairieview
United States,US,NV,Nevada,Zosano Pharma Corporation,951 Annamark Pass,Karstens
United States,US,MO,Missouri,Arbor Realty Trust,020 Lakewood Gardens Pass,Acker
United States,US,MN,Minnesota,Public Storage,6431 Wayridge Lane,Lighthouse Bay
United States,US,LA,Louisiana,Credicorp Ltd.,86 Vermont Park,Porter
United States,US,TX,Texas,OM Asset Management plc,0886 Corry Circle,Oxford
United States,US,HI,Hawaii,Vanguard Emerging Markets Government Bond ETF,84875 David Crossing,Sommers
United States,US,VA,Virginia,Vantage Energy Acquisition Corp.,6 Helena Point,Trailsway
United States,US,FL,Florida,"Vishay Precision Group, Inc.",6 Garrison Plaza,Springview
United States,US,GA,Georgia,Nuveen New York Municipal Value Fund 2,4617 Rockefeller Road,Service
United States,US,AK,Alaska,GGP Inc.,9 Jenna Plaza,Carey
United States,US,CO,Colorado,Energous Corporation,250 Briar Crest Plaza,Comanche
United States,US,OH,Ohio,iShares Commodities Select Strategy ETF,970 Thierer Drive,Crest Line
United States,US,OH,Ohio,Liberty Media Corporation,681 Main Center,Scofield
United States,US,WA,Washington,Kayne Anderson Acquisition Corp.,2 Cottonwood Alley,Merry
United States,US,TX,Texas,Cintas Corporation,20 Grasskamp Hill,Schurz
United States,US,PA,Pennsylvania,"Ardelyx, Inc.",63 Mayer Point,Anzinger
United States,US,CA,California,"Duff & Phelps Utilities Income, Inc.",2736 Colorado Lane,Vidon
United States,US,CA,California,Royal Bank Scotland plc (The),21 Dayton Hill,Northridge
United States,US,CA,California,"Monolithic Power Systems, Inc.",37 Vahlen Alley,Havey
United States,US,FL,Florida,Stellus Capital Investment Corporation,9 Beilfuss Terrace,Delladonna
United States,US,NY,New York,"First Business Financial Services, Inc.",92654 Blue Bill Park Place,Dunning
United States,US,DC,District of Columbia,Omeros Corporation,3125 Lien Alley,Blackbird
United States,US,TX,Texas,Bank of America Corporation,60 Mariners Cove Crossing,Kinsman
United States,US,MO,Missouri,"Targa Resources, Inc.",2 Walton Trail,Becker
United States,US,CA,California,"Zillow Group, Inc.",68966 Blackbird Court,Vermont
United States,US,GA,Georgia,"United Community Banks, Inc.",8021 Steensland Way,Northwestern
United States,US,NC,North Carolina,Harmony Merger Corp.,58 Debs Junction,7th
United States,US,FL,Florida,"American Airlines Group, Inc.",9476 Garrison Way,Quincy
United States,US,AR,Arkansas,ESSA Pharma Inc.,9 Cottonwood Center,Manufacturers
United States,US,FL,Florida,BHP Billiton plc,7118 School Parkway,Anniversary
United States,US,MO,Missouri,Corporate Asset Backed Corp CABCO,98336 Montana Center,Trailsway
United States,US,CA,California,Lexington Realty Trust,80 Harper Lane,Alpine
United States,US,PA,Pennsylvania,Principal Millennials Index ETF,11 Commercial Way,Scofield
United States,US,PA,Pennsylvania,"Vantiv, Inc.",871 Maywood Parkway,Ridgeway
United States,US,MO,Missouri,First Trust Intermediate Duration Preferred & Income Fund,5690 Eggendart Drive,Gina
United States,US,AL,Alabama,"Dunkin' Brands Group, Inc.",714 Goodland Road,Nobel
United States,US,IN,Indiana,Global X Millennials Thematic ETF,4 Schlimgen Park,Manley
United States,US,DC,District of Columbia,Diana Shipping inc.,09 Surrey Plaza,Moland
United States,US,NC,North Carolina,"Synacor, Inc.",82621 Hoffman Way,Dakota
United States,US,MI,Michigan,Global X FinTech ETF,551 Green Point,Bartelt
United States,US,MO,Missouri,"Maui Land & Pineapple Company, Inc.",8216 Golden Leaf Place,Elmside
United States,US,CA,California,"Expedia, Inc.",72 Pankratz Pass,Stang
United States,US,NY,New York,Vuzix Corporation,221 Prairieview Street,Anniversary
United States,US,DC,District of Columbia,Colony Starwood Homes,85 Jana Road,Rieder
United States,US,OH,Ohio,"Blackrock MuniYield California Insured Fund, Inc.",96309 Cottonwood Park,Raven
United States,US,WI,Wisconsin,Artesian Resources Corporation,545 Maryland Crossing,Gerald
United States,US,LA,Louisiana,Gabelli Multi-Media Trust Inc. (The),6379 Cottonwood Point,Merrick
United States,US,CA,California,Advent/Claymore Enhanced Growth & Income Fund,26 Eastwood Trail,Blue Bill Park
United States,US,NY,New York,CVD Equipment Corporation,16 Westport Junction,Schlimgen
United States,US,NY,New York,DURECT Corporation,9735 Gale Terrace,Boyd
United States,US,DC,District of Columbia,"FCB Financial Holdings, Inc.",4 Bonner Junction,Luster
United States,US,IN,Indiana,Liberty Media Corporation,9 Express Circle,Crescent Oaks
United States,US,LA,Louisiana,"Waste Management, Inc.",733 Stoughton Plaza,Anzinger
United States,US,TX,Texas,"MyoKardia, Inc.",280 Oriole Circle,Redwing
United States,US,GA,Georgia,Citigroup Inc.,6882 Armistice Drive,Grover
United States,US,TX,Texas,"Coherus BioSciences, Inc.",1 Arrowood Street,Goodland
United States,US,UT,Utah,BioLineRx Ltd.,61 Anhalt Hill,Mallory
United States,US,TX,Texas,Histogenics Corporation,9519 Hanson Circle,Anzinger
United States,US,IL,Illinois,SodaStream International Ltd.,1683 Comanche Junction,Bobwhite
United States,US,FL,Florida,"Anthem, Inc.",078 Dexter Circle,Browning
United States,US,NC,North Carolina,"LendingTree, Inc.",039 Glendale Road,Charing Cross
United States,US,OK,Oklahoma,"SigmaTron International, Inc.",237 Manley Hill,Troy
United States,US,LA,Louisiana,"Lithia Motors, Inc.",96 Morningstar Trail,Garrison
United States,US,CA,California,"Haverty Furniture Companies, Inc.",09 Village Green Court,Hermina
United States,US,TX,Texas,"EOG Resources, Inc.",15707 Messerschmidt Circle,Lakewood
United States,US,NY,New York,"PennyMac Financial Services, Inc.",57041 Eastlawn Avenue,Towne
United States,US,DC,District of Columbia,United Technologies Corporation,4266 Redwing Alley,Service
United States,US,OK,Oklahoma,Cincinnati Bell Inc,91956 Vermont Lane,Lukken
United States,US,GA,Georgia,Prospect Capital Corporation,50678 Kensington Place,Dawn
United States,US,FL,Florida,The Spectranetics Corporation,344 Caliangt Lane,Jackson
United States,US,MI,Michigan,"Willamette Valley Vineyards, Inc.",06 West Hill,Troy
United States,US,NJ,New Jersey,New Media Investment Group Inc.,94984 Lotheville Circle,Eastwood
United States,US,VA,Virginia,PowerShares International BuyBack Achievers Portfolio,8792 New Castle Center,Vera
United States,US,WA,Washington,"Barrett Business Services, Inc.",50045 Hoard Lane,Park Meadow
United States,US,TN,Tennessee,Acxiom Corporation,48 Hanson Street,Sugar
United States,US,FL,Florida,"Targa Resources, Inc.",84 Merchant Alley,Kinsman
United States,US,CA,California,GrubHub Inc.,7 Waubesa Avenue,Namekagon
United States,US,NC,North Carolina,"OraSure Technologies, Inc.",2913 Hoepker Way,Atwood
United States,US,DC,District of Columbia,Nortel Inversora SA,83 Lillian Alley,Annamark
United States,US,WA,Washington,Saratoga Investment Corp,7593 Thackeray Plaza,Stone Corner
United States,US,PA,Pennsylvania,Natural Health Trends Corp.,315 Badeau Terrace,Pond
United States,US,KY,Kentucky,Alliance Data Systems Corporation,12752 Summit Point,Ramsey
United States,US,AK,Alaska,First Trust South Korea AlphaDEX Fund,4532 Maple Wood Trail,Schurz
United States,US,LA,Louisiana,"State National Companies, Inc.",38094 Comanche Street,Lukken
United States,US,NY,New York,DaVita Inc.,00 4th Point,Talisman
United States,US,TX,Texas,"Cisco Systems, Inc.",95420 Muir Circle,Mandrake
United States,US,FL,Florida,"Mirna Therapeutics, Inc.",13636 Ridgeview Center,Ohio
United States,US,IN,Indiana,DoubleLine Income Solutions Fund,0 Miller Point,Mccormick
United States,US,MS,Mississippi,"Calix, Inc",031 Grayhawk Alley,John Wall
United States,US,CA,California,"Cyclacel Pharmaceuticals, Inc.",887 Vermont Place,Bartelt
United States,US,NC,North Carolina,"Cirrus Logic, Inc.",44950 Haas Point,Spaight
United States,US,MO,Missouri,"AmTrust Financial Services, Inc.",5447 Scofield Terrace,Barby
United States,US,OK,Oklahoma,Eaton vance Floating-Rate Income Plus Fund,71090 Mockingbird Terrace,Burrows
United States,US,MN,Minnesota,Manchester United Ltd.,86563 Doe Crossing Court,Buell
United States,US,AL,Alabama,"Ryman Hospitality Properties, Inc.",48120 Northwestern Junction,Crowley
United States,US,SC,South Carolina,"Interactive Brokers Group, Inc.",1 Boyd Parkway,Paget
United States,US,IN,Indiana,First Trust Eurozone AlphaDEX ETF,6 Sunbrook Court,Clarendon
United States,US,NC,North Carolina,"Cellectar Biosciences, Inc.",1 Dawn Park,Upham
United States,US,SC,South Carolina,"Commerce Bancshares, Inc.",76 Glendale Hill,Ridge Oak
United States,US,FL,Florida,CSX Corporation,54 Warner Crossing,Towne
United States,US,OH,Ohio,Lipocine Inc.,18 Farwell Pass,Summer Ridge
United States,US,MS,Mississippi,"Digital Realty Trust, Inc.",3038 Independence Court,Nova
United States,US,MN,Minnesota,"Second Sight Medical Products, Inc.",2810 Dahle Terrace,Farragut
United States,US,TX,Texas,ProShares UltraPro Short QQQ,14 Del Mar Way,Hollow Ridge
United States,US,NE,Nebraska,"Maui Land & Pineapple Company, Inc.",7563 Dwight Terrace,Clyde Gallagher
United States,US,VA,Virginia,Lindblad Expeditions Holdings Inc. ,9601 Westport Street,Mayfield
United States,US,CA,California,Capital One Financial Corporation,9112 Almo Circle,Kingsford
United States,US,CA,California,Acacia Research Corporation,5498 Saint Paul Center,Hooker
United States,US,NY,New York,China XD Plastics Company Limited,379 Charing Cross Court,Del Mar
United States,US,TX,Texas,Zions Bancorporation,3 Monterey Circle,Spaight
United States,US,NY,New York,"ANI Pharmaceuticals, Inc.",806 Tomscot Lane,Susan
United States,US,KS,Kansas,KT Corporation,25 Walton Park,Farragut
United States,US,MO,Missouri,Preferred Bank,9799 Gulseth Drive,Mockingbird
United States,US,OR,Oregon,Cytosorbents Corporation,88 Randy Trail,Mariners Cove
United States,US,NC,North Carolina,ABB Ltd,4 Petterle Street,Waubesa
United States,US,LA,Louisiana,"CryoPort, Inc.",9507 Dapin Road,Michigan
United States,US,KY,Kentucky,"Diplomat Pharmacy, Inc.",1 Haas Lane,Veith
United States,US,AL,Alabama,pSivida Corp.,66 Forest Avenue,Elgar
United States,US,CA,California,Medley LLC,454 Kings Trail,Gulseth
United States,US,DE,Delaware,"RCI Hospitality Holdings, Inc.",98005 Monument Point,Blue Bill Park
United States,US,NE,Nebraska,"Community Health Systems, Inc.",754 Melvin Avenue,Chinook
United States,US,TX,Texas,"Escalade, Incorporated",228 Packers Pass,Doe Crossing
United States,US,SC,South Carolina,Sysco Corporation,3 Schurz Circle,Lotheville
United States,US,NY,New York,Vornado Realty Trust,389 Mccormick Park,Glacier Hill
United States,US,NV,Nevada,Orthofix International N.V.,1 Golf View Place,Lindbergh
United States,US,CT,Connecticut,"Aerie Pharmaceuticals, Inc.",59630 Pierstorff Point,Merchant
United States,US,IL,Illinois,"TriState Capital Holdings, Inc.",60806 Derek Way,Loomis
United States,US,OH,Ohio,"Akebia Therapeutics, Inc.",004 Dovetail Park,Bayside
United States,US,LA,Louisiana,"Brocade Communications Systems, Inc.",3946 Dexter Terrace,Dixon
United States,US,CA,California,"Customers Bancorp, Inc",6 Main Road,Shopko
United States,US,LA,Louisiana,Pioneer Municipal High Income Advantage Trust,30 Annamark Court,Moose
United States,US,MI,Michigan,Western Asset Mortgage Capital Corporation,67 Erie Parkway,Goodland
United States,US,NY,New York,SteadyMed Ltd.,9445 Graedel Plaza,Union
United States,US,OH,Ohio,"Catalyst Biosciences, Inc. ",0 Banding Crossing,Reindahl
United States,US,GA,Georgia,Carvana Co.,2 Lotheville Drive,Bellgrove
United States,US,FL,Florida,"Vantiv, Inc.",23 Talmadge Junction,Hansons
United States,US,AK,Alaska,"Advanced Micro Devices, Inc.",338 Gateway Street,Lyons
United States,US,DC,District of Columbia,"CBAK Energy Technology, Inc.",154 Shoshone Lane,Ryan
United States,US,IN,Indiana,Noble Energy Inc.,3 Sachtjen Center,Truax
United States,US,TX,Texas,"Validus Holdings, Ltd.",3144 2nd Junction,Reinke
United States,US,CO,Colorado,"WageWorks, Inc.",5 Barby Drive,Havey
United States,US,WA,Washington,EPR Properties,856 Nobel Alley,Ryan
United States,US,CA,California,Geopark Ltd,540 Artisan Parkway,Warrior
United States,US,DC,District of Columbia,Invesco Value Municipal Income Trust,40282 Lakewood Street,Westport
United States,US,LA,Louisiana,Exa Corporation,4414 Manufacturers Park,Dahle
United States,US,TX,Texas,Phillips 66 Partners LP,5 Union Alley,Express
United States,US,TN,Tennessee,"Nautilus Group, Inc. (The)",6 Sutteridge Circle,Delladonna
